599619376889713920,154
599619376897399936,135
599619376905085952,101
599619376912771840,62
599619376920457856,31
599619376928143872,7
599619376935829888,-9
599619376943515904,-16
599619376951201920,-21
599619376958887936,-26
599619376966573898,-26
599619376974259712,-24
599619376981945472,-24
599619376989631232,-31
599619376997316864,-29
599619377005002624,-19
599619377012688384,-19
599619377020374144,-19
599619377028059776,-16
599619377035745536,-14
599619377043431296,-12
599619377051117056,-14
599619377058802688,-12
599619377066488448,-4
599619377074174208,-9
599619377081859968,-24
599619377089545600,-26
599619377097231360,-19
599619377104917120,-16
599619377112602880,-4
599619377120288512,26
599619377127974272,53
599619377135660032,53
599619377143345792,48
599619377151031424,38
599619377158717184,7
599619377166402944,-21
599619377174088704,-21
599619377181774336,-9
599619377189460096,-9
599619377197145856,-14
599619377204831616,-16
599619377212517248,-19
599619377220203008,-21
599619377227888768,-26
599619377235574528,-94
599619377243260160,-253
599619377250945920,-297
599619377258631680,79
599619377266317440,768
599619377274003072,1131
599619377281688832,681
599619377289374592,-62
599619377297060352,-309
599619377304745984,-203
599619377312431744,-137
599619377320117504,-79
599619377327803264,-38
599619377335488896,-62
599619377343174656,-62
599619377350860416,-36
599619377358546176,-33
599619377366231808,-38
599619377373917568,-29
599619377381603328,-21
599619377389289088,-14
599619377396974720,-4
599619377404660480,-4
599619377412346240,-7
599619377420032000,9
599619377427717632,24
599619377435403392,31
599619377443089152,45
599619377450774912,58
599619377458460544,60
599619377466146304,70
599619377473832064,82
599619377481517824,84
599619377489203456,91
599619377496889216,99
599619377504574976,94
599619377512260736,79
599619377519946368,72
599619377527632067,58
599619377535318016,21
599619377543003904,-14
599619377550689792,-41
599619377558375680,-62
599619377566061440,-74
599619377573747328,-82
599619377581433216,-89
599619377589119104,-94
599619377596804992,-89
599619377604490880,-77
599619377612176640,-72
599619377619862528,-72
599619377627548416,-65
599619377635234304,-55
599619377642920192,-50
599619377650606080,-48
599619377658291840,-41
599619377665977728,-36
599619377673663616,-33
599619377681349504,-29
599619377689035392,-26
599619377696721280,-29
599619377704407168,-31
599619377712092928,-33
599619377719778816,-33
599619377727464704,-29
599619377735150592,-4
599619377742836480,24
599619377750522368,33
599619377758208128,31
599619377765894016,31
599619377773579904,4
599619377781265792,-29
599619377788951680,-33
599619377796637568,-29
599619377804323328,-31
599619377812009216,-31
599619377819695104,-26
599619377827380992,-26
599619377835066880,-21
599619377842752768,-9
599619377850438656,-41
599619377858124416,-171
599619377865810304,-297
599619377873496192,-106
599619377881182080,497
599619377888867968,1070
599619377896553856,961
599619377904239616,224
599619377911925504,-285
599619377919611392,-261
599619377927297280,-149
599619377934983168,-94
599619377942669056,-31
599619377950354816,-29
599619377958040704,-50
599619377965726592,-33
599619377973412480,-19
599619377981098368,-24
599619377988784256,-16
599619377996470016,-12
599619378004155904,-12
599619378011841792,-2
599619378019527680,7
599619378027213568,9
599619378034899456,14
599619378042585344,24
599619378050271104,33
599619378057956992,38
599619378065642880,48
599619378073328768,55
599619378081014656,62
599619378088700410,72
599619378096386304,74
599619378104072192,74
599619378111758080,74
599619378119443968,74
599619378127129728,67
599619378134815616,58
599619378142501504,43
599619378150187392,21
599619378157873280,-9
599619378165559168,-43
599619378173244928,-62
599619378180930816,-74
599619378188616704,-84
599619378196302592,-89
599619378203988480,-87
599619378211674368,-87
599619378219360128,-87
599619378227046016,-79
599619378234731904,-74
599619378242417792,-72
599619378250103680,-67
599619378257789568,-60
599619378265475456,-58
599619378273161216,-53
599619378280847104,-48
599619378288532992,-45
599619378296218880,-45
599619378303904768,-43
599619378311590656,-41
599619378319276416,-43
599619378326962304,-45
599619378334648192,-45
599619378342334080,-41
599619378350019968,-21
599619378357705856,9
599619378365391616,31
599619378373077504,36
599619378380763392,31
599619378388449280,12
599619378396135168,-21
599619378403821056,-33
599619378411506944,-29
599619378419192704,-24
599619378426878592,-26
599619378434564480,-24
599619378442250368,-21
599619378449936256,-19
599619378457622144,-19
599619378465307904,-41
599619378472993792,-149
599619378480679680,-302
599619378488365568,-205
599619378496051456,331
599619378503737344,990
599619378511423104,1094
599619378519108992,437
599619378526794880,-222
599619378534480768,-306
599619378542166656,-166
599619378549852544,-103
599619378557538304,-55
599619378565224192,-43
599619378572910080,-62
599619378580595968,-50
599619378588281856,-31
599619378595967744,-31
599619378603653632,-29
599619378611339392,-21
599619378619025280,-14
599619378626711168,-7
599619378634397056,0
599619378642082944,4
599619378649768753,14
599619378657454592,21
599619378665140480,31
599619378672826368,41
599619378680512256,48
599619378688198016,53
599619378695883904,62
599619378703569792,70
599619378711255680,74
599619378718941568,74
599619378726627456,72
599619378734313216,67
599619378741999104,67
599619378749684992,62
599619378757370880,53
599619378765056768,31
599619378772742656,0
599619378780428416,-31
599619378788114304,-53
599619378795800192,-70
599619378803486080,-82
599619378811171968,-89
599619378818857856,-89
599619378826543744,-87
599619378834229504,-82
599619378841915392,-77
599619378849601280,-74
599619378857287168,-72
599619378864973056,-65
599619378872658944,-60
599619378880344704,-55
599619378888030592,-53
599619378895716480,-48
599619378903402368,-45
599619378911088256,-43
599619378918774144,-43
599619378926459904,-41
599619378934145792,-41
599619378941831680,-45
599619378949517568,-50
599619378957203456,-55
599619378964889344,-53
599619378972575232,-31
599619378980260992,4
599619378987946880,24
599619378995632768,26
599619379003318656,21
599619379011004544,0
599619379018690432,-29
599619379026376192,-33
599619379034062080,-24
599619379041747968,-21
599619379049433856,-24
599619379057119744,-21
599619379064805632,-16
599619379072491392,-16
599619379080177280,-19
599619379087863168,-45
599619379095549056,-164
599619379103234944,-299
599619379110920832,-140
599619379118606592,437
599619379126292480,1017
599619379133978368,949
599619379141664256,234
599619379149350144,-294
599619379157036032,-273
599619379164721920,-147
599619379172407680,-89
599619379180093568,-26
599619379187779456,-24
599619379195465344,-48
599619379203151232,-29
599619379210837096,-12
599619379218523008,-16
599619379226208896,-12
599619379233894784,-2
599619379241580672,-2
599619379249266432,4
599619379256952320,9
599619379264638208,14
599619379272324096,24
599619379280009984,33
599619379287695872,41
599619379295381632,48
599619379303067520,55
599619379310753408,60
599619379318439296,67
599619379326125184,70
599619379333811072,70
599619379341496832,70
599619379349182720,72
599619379356868608,67
599619379364554496,62
599619379372240384,58
599619379379926272,48
599619379387612160,29
599619379395297920,0
599619379402983808,-31
599619379410669696,-53
599619379418355584,-67
599619379426041472,-74
599619379433727360,-82
599619379441413120,-82
599619379449099008,-79
599619379456784896,-74
599619379464470784,-72
599619379472156672,-67
599619379479842560,-62
599619379487528320,-58
599619379495214208,-53
599619379502900096,-45
599619379510585984,-43
599619379518271872,-41
599619379525957760,-36
599619379533643648,-33
599619379541329408,-33
599619379549015296,-33
599619379556701184,-33
599619379564387072,-41
