599623177462757504,280
599623177470443776,454
599623177478130048,548
599623177485816320,558
599623177493502592,630
599623177501188864,626
599623177508875136,580
599623177516561408,596
599623177524247808,601
599623177531934080,580
599623177539620352,584
599623177547306624,587
599623177554992896,577
599623177562679168,577
599623177570365440,580
599623177578051712,572
599623177585737984,570
599623177593424384,570
599623177601110656,567
599623177608796928,565
599623177616483200,565
599623177624169472,567
599623177631855744,565
599623177639542016,563
599623177647228288,567
599623177654914560,575
599623177662600960,577
599623177670287232,575
599623177677973457,577
599623177685659392,577
599623177693345280,572
599623177701031168,560
599623177708717056,546
599623177716402816,517
599623177724088704,471
599623177731774592,427
599623177739460480,398
599623177747146368,384
599623177754832256,372
599623177762518016,360
599623177770203904,357
599623177777889792,357
599623177785575680,352
599623177793261568,350
599623177800947456,352
599623177808633216,352
599623177816319104,343
599623177824004992,343
599623177831690880,348
599623177839376768,345
599623177847062656,340
599623177854748544,343
599623177862434304,345
599623177870120192,343
599623177877806080,338
599623177885491968,340
599623177893177856,343
599623177900863744,340
599623177908549504,338
599623177916235392,335
599623177923921280,335
599623177931607168,335
599623177939293056,328
599623177946978944,323
599623177954664704,328
599623177962350592,323
599623177970036480,316
599623177977722368,319
599623177985408256,316
599623177993094144,314
599623178000780032,311
599623178008465792,306
599623178016151680,309
599623178023837568,309
599623178031523456,304
599623178039209344,302
599623178046895232,299
599623178054580992,297
599623178062266880,292
599623178069952768,292
599623178077638656,290
599623178085324544,282
599623178093010432,280
599623178100696192,294
599623178108382080,319
599623178116067968,319
599623178123753856,304
599623178131439744,299
599623178139125632,285
599623178146811392,270
599623178154497280,270
599623178162183168,273
599623178169869056,275
599623178177554944,270
599623178185240832,268
599623178192926720,270
599623178200612480,273
599623178208298368,263
599623178215984256,234
599623178223670144,152
599623178231356032,96
599623178239041800,275
599623178246728064,674
599623178254414336,877
599623178262100608,534
599623178269786880,24
599623178277473152,-36
599623178285159552,142
599623178292845824,181
599623178300532096,224
599623178308218368,280
599623178315904640,248
599623178323590912,232
599623178331277184,258
599623178338963456,261
599623178346649728,248
599623178354336128,256
599623178362022400,261
599623178369708672,258
599623178377394944,261
599623178385081216,270
599623178392767488,268
599623178400453760,265
599623178408140032,273
599623178415826304,273
599623178423512576,275
599623178431198976,282
599623178438885248,282
599623178446571520,287
599623178454257792,294
599623178461944064,299
599623178469630336,304
599623178477316608,316
599623178485002880,319
599623178492689152,319
599623178500375552,321
599623178508061824,319
599623178515748096,309
599623178523434368,290
599623178531120640,256
599623178538806912,217
